~	RT	0.03445525602169405
~	:	0.029988833944807784
~	...	0.009889934598819589
~	,...	0.000319030148349019
~	---	0.000319030148349019
~	—	0.0004785452225235285
~	cont	0.001276120593396076
~	<	0.0011166055192215665
~	HaloRT	0.000319030148349019
~	MentionRT	0.000319030148349019
~	>>>	0.000319030148349019
~	<==	0.000319030148349019
~	~	0.000319030148349019
~	<<	0.000319030148349019
~	--	0.0004785452225235285
~	...:	0.0004785452225235285
~	....	0.000319030148349019
~	-	0.000638060296698038
~	«	0.0004785452225235285
~	)RT	0.000319030148349019
~	<-	0.000319030148349019
~	Fwd	0.000319030148349019
~	»»»	0.000319030148349019
~	-----	0.000319030148349019
~	-->	0.000319030148349019
~	RT	0.000319030148349019
~	>	0.000319030148349019
~	,	0.000319030148349019
@	@USER_44285fcc	0.0003059039461609055
@	@USER_a887f5eb	0.0003059039461609055
@	@USER_1d9aecf2	0.0003059039461609055
@	@USER_d908c17a	0.0003059039461609055
@	@USER_0b5e0aa7	0.0003059039461609055
@	@USER_096f97c9	0.0003059039461609055
@	@USER_b3af03f1	0.0003059039461609055
@	@USER_f5eeff1e	0.0003059039461609055
@	@USER_709c203c	0.0003059039461609055
@	@USER_c92ab6fd	0.0003059039461609055
@	@USER_741d38b6	0.0003059039461609055
@	@USER_440dfb5a	0.0003059039461609055
@	@USER_dfe42e91	0.0003059039461609055
@	@USER_b04bb969	0.0003059039461609055
@	@USER_8f0f9d3e	0.0003059039461609055
@	@USER_60f2ca9e	0.0003059039461609055
@	@USER_79a40aaa	0.0003059039461609055
@	@USER_d009a287	0.0003059039461609055
@	@USER_d388ca71	0.0003059039461609055
@	@USER_c1fbc1e2	0.0003059039461609055
@	@USER_f9734926	0.0003059039461609055
@	@USER_36ad6396	0.0003059039461609055
@	@USER_bee12c88	0.0003059039461609055
@	@USER_c1faf02c	0.0003059039461609055
@	@USER_071ed83b	0.0003059039461609055
@	@USER_3eafd4d6	0.0003059039461609055
@	@USER_67e01d5d	0.0003059039461609055
@	@USER_ab0f8e58	0.0003059039461609055
@	@USER_58f6f69d	0.0003059039461609055
@	@USER_95480b7e	0.0003059039461609055
@	@USER_4db51cab	0.0003059039461609055
@	@USER_146aeed9	0.0003059039461609055
@	@USER_2e036a62	0.0003059039461609055
@	@USER_ae4e077b	0.0003059039461609055
@	@USER_01559ac3	0.0003059039461609055
@	@USER_c61ebba6	0.0003059039461609055
@	@USER_b1c4d838	0.0003059039461609055
@	@USER_98f4cbb2	0.0003059039461609055
@	@USER_77296748	0.0003059039461609055
@	@USER_75d04ad0	0.0003059039461609055
@	@USER_5325eb4f	0.0003059039461609055
